job_id,role,company,company_type,city,state,degree,graduation_year,skills,primary_skill,experience_required,internship_experience,remote,work_type,salary_lpa,stipend_if_intern,selection_rounds,aptitude_test,coding_test,interview_count,offer_made
JOB_125,Cloud Engineer,Infosys,Service-Based,Mumbai,Tamil Nadu,B.Tech,2025,"Power BI, SQL, Java",Java,0,0,1,Internship,6.14,10000,3,1,1,3,1
JOB_126,Web Developer,Deloitte,Service-Based,Kolkata,Karnataka,B.Tech,2025,"Machine Learning, Linux, SQL",AWS,0,0,1,Internship,5.14,15000,4,1,1,2,1
JOB_127,Web Developer,Cognizant,Startup,Delhi,Telangana,M.Tech,2024,"Machine Learning, Linux, Java",Java,0,0,0,Internship,7.09,10000,3,0,0,3,1
JOB_128,Cybersecurity Analyst,Cognizant,Startup,Delhi,Delhi,B.Tech,2024,"AWS, Power BI, Excel",Power BI,1,1,0,Full-Time,9.3,12000,5,1,0,1,0
JOB_129,Data Scientist,Cognizant,MNC,Delhi,Tamil Nadu,B.Sc,2025,"Java, Machine Learning, Power BI",Linux,0,1,0,Internship,6.04,10000,3,0,0,2,1
JOB_130,AI/ML Engineer,Accenture,Startup,Bangalore,Maharashtra,B.Tech,2023,"Python, Java, SQL",Linux,1,1,1,Full-Time,9.06,15000,3,0,1,3,0
JOB_131,AI/ML Engineer,Capgemini,Product-Based,Delhi,Tamil Nadu,MCA,2024,"SQL, AWS, Python",Java,0,0,0,Full-Time,8.5,8000,3,0,1,3,0
JOB_132,Business Analyst,Wipro,Startup,Pune,Telangana,MCA,2025,"SQL, Python, AWS",Python,0,0,0,Internship,4.11,12000,5,0,0,3,1
JOB_133,Web Developer,Deloitte,Startup,Kolkata,Telangana,MCA,2023,"SQL, Linux, Java",Python,1,0,1,Internship,3.6,15000,4,0,1,1,1
JOB_134,Web Developer,Wipro,Startup,Chennai,Uttar Pradesh,B.Tech,2025,"SQL, Excel, Machine Learning",Power BI,0,1,1,Full-Time,4.69,15000,3,0,0,1,1
JOB_135,Web Developer,Accenture,Product-Based,Pune,Telangana,B.Sc,2024,"Linux, Machine Learning, AWS",Excel,0,1,1,Internship,7.71,15000,3,1,0,2,1
JOB_136,Business Analyst,Deloitte,Service-Based,Bangalore,Uttar Pradesh,B.Tech,2023,"Linux, Python, SQL",Excel,1,0,0,Internship,4.62,10000,3,1,0,3,0
JOB_137,Data Analyst,Deloitte,Service-Based,Kolkata,Uttar Pradesh,B.Sc,2024,"Excel, Linux, Machine Learning",SQL,0,1,0,Internship,5.59,12000,3,1,0,2,0
JOB_138,Data Scientist,Deloitte,Startup,Mumbai,Tamil Nadu,MCA,2025,"Java, Power BI, SQL",AWS,1,0,0,Full-Time,10.22,12000,2,1,0,2,0
JOB_139,Cloud Engineer,Wipro,Service-Based,Hyderabad,Uttar Pradesh,B.Tech,2023,"SQL, Linux, Excel",AWS,1,1,1,Full-Time,6.82,8000,5,0,1,2,0
JOB_140,Business Analyst,Startup,MNC,Noida,Telangana,B.Tech,2024,"SQL, Machine Learning, Java",Python,1,0,1,Internship,7.86,0,3,1,0,3,0
JOB_141,Business Analyst,Capgemini,Startup,Kolkata,Maharashtra,B.Sc,2025,"Java, Machine Learning, SQL",Power BI,0,1,1,Full-Time,7.81,10000,5,0,1,3,1
JOB_142,Software Engineer,Accenture,Startup,Hyderabad,West Bengal,B.Com,2023,"SQL, Power BI, Python",Power BI,0,1,0,Full-Time,4.26,10000,2,1,1,3,1
JOB_143,Cybersecurity Analyst,Startup,Startup,Mumbai,Tamil Nadu,B.Tech,2024,"Excel, Machine Learning, Python",SQL,1,1,1,Full-Time,7.49,10000,3,0,0,3,1
JOB_144,Cybersecurity Analyst,Wipro,Product-Based,Kolkata,West Bengal,MCA,2024,"Java, Excel, Power BI",Python,0,0,1,Internship,6.5,0,2,1,1,1,1
JOB_145,Business Analyst,Deloitte,Product-Based,Mumbai,West Bengal,MCA,2025,"SQL, Linux, Excel",Linux,0,0,0,Full-Time,4.42,0,3,0,1,3,0
JOB_146,Data Analyst,TCS,Product-Based,Kolkata,Maharashtra,MCA,2025,"Machine Learning, Linux, SQL",Linux,0,1,1,Internship,3.18,12000,5,0,1,1,0
JOB_147,Software Engineer,Wipro,Product-Based,Mumbai,Delhi,B.Sc,2024,"Python, Java, Power BI",Java,0,1,0,Full-Time,6.05,12000,4,1,1,1,0
JOB_148,Cloud Engineer,TCS,Product-Based,Kolkata,Karnataka,MCA,2024,"Java, Excel, SQL",Machine Learning,0,0,0,Full-Time,7.51,8000,3,1,0,2,1
JOB_149,Cloud Engineer,Wipro,Product-Based,Chennai,Delhi,B.Com,2025,"Python, Java, Linux",Machine Learning,0,0,0,Internship,5.26,8000,3,0,0,1,1
JOB_150,Software Engineer,Capgemini,Service-Based,Bangalore,West Bengal,B.Tech,2024,"Power BI, SQL, Machine Learning",Java,0,0,1,Full-Time,4.39,12000,4,1,1,1,1
JOB_151,Data Scientist,Accenture,Service-Based,Kolkata,Maharashtra,B.Com,2023,"Python, SQL, Excel",Linux,0,0,1,Internship,11.45,8000,4,0,1,1,0
JOB_152,Cybersecurity Analyst,Accenture,Product-Based,Noida,Karnataka,M.Tech,2023,"Excel, Java, Linux",AWS,1,0,0,Internship,6.2,0,3,1,1,3,0
JOB_153,Data Analyst,Wipro,Product-Based,Bangalore,Uttar Pradesh,B.Com,2025,"Linux, Python, AWS",Linux,1,1,0,Internship,3.72,15000,2,1,1,3,0
JOB_154,Data Scientist,Infosys,Product-Based,Kolkata,West Bengal,MCA,2025,"Machine Learning, SQL, Java",AWS,0,0,1,Full-Time,8.94,0,4,1,0,1,1
JOB_155,Business Analyst,Cognizant,Startup,Hyderabad,Maharashtra,B.Com,2023,"Machine Learning, Linux, Excel",Java,0,1,0,Internship,7.93,12000,4,1,1,3,0
JOB_156,Cloud Engineer,Wipro,Product-Based,Hyderabad,Delhi,BCA,2025,"SQL, Excel, AWS",AWS,0,1,0,Full-Time,6.21,12000,3,0,1,2,0
JOB_157,Web Developer,Wipro,Product-Based,Mumbai,Telangana,BCA,2023,"Excel, Power BI, Machine Learning",Excel,1,0,0,Internship,6.36,8000,3,1,1,3,0
JOB_158,Software Engineer,Cognizant,Product-Based,Mumbai,Telangana,MCA,2024,"Java, Machine Learning, Linux",Python,0,1,1,Full-Time,6.81,12000,2,1,1,3,1
JOB_159,Cloud Engineer,Cognizant,Service-Based,Pune,Delhi,M.Tech,2025,"Java, Python, Excel",Python,0,0,1,Full-Time,6.19,15000,3,1,1,1,1
JOB_160,AI/ML Engineer,Deloitte,Product-Based,Noida,Karnataka,B.Tech,2023,"Linux, Machine Learning, SQL",Java,0,1,1,Full-Time,10.37,15000,3,1,1,2,1
JOB_161,Cybersecurity Analyst,Deloitte,MNC,Chennai,Delhi,B.Com,2025,"SQL, Java, AWS",AWS,1,1,0,Full-Time,6.84,8000,5,0,1,3,1
JOB_162,Data Analyst,Cognizant,Startup,Mumbai,Uttar Pradesh,B.Tech,2024,"Python, Linux, Machine Learning",Excel,0,0,1,Full-Time,6.16,8000,3,0,0,3,0
JOB_163,Cloud Engineer,Cognizant,Startup,Kolkata,Delhi,B.Tech,2023,"Machine Learning, Power BI, Excel",Python,1,0,0,Internship,8.17,8000,3,0,1,1,1
JOB_164,Cloud Engineer,Startup,Startup,Mumbai,Telangana,B.Com,2023,"Machine Learning, Linux, SQL",SQL,1,1,0,Full-Time,7.68,15000,3,1,0,2,0
JOB_165,Software Engineer,Capgemini,Product-Based,Hyderabad,Telangana,B.Tech,2023,"AWS, Linux, Power BI",Machine Learning,1,0,0,Internship,3.45,8000,4,1,0,1,1
JOB_166,Cybersecurity Analyst,Infosys,MNC,Noida,Delhi,B.Tech,2025,"Excel, Linux, Python",Java,1,1,1,Full-Time,9.18,0,2,1,0,2,0
JOB_167,Software Engineer,Accenture,Startup,Chennai,Uttar Pradesh,M.Tech,2023,"Machine Learning, AWS, Power BI",Machine Learning,0,0,1,Internship,4.6,8000,4,1,0,2,1
JOB_168,AI/ML Engineer,Infosys,Startup,Mumbai,Uttar Pradesh,B.Com,2024,"Java, Python, Machine Learning",AWS,0,1,1,Internship,7.12,10000,2,0,0,1,1
JOB_169,Cybersecurity Analyst,Wipro,MNC,Pune,Delhi,B.Tech,2024,"AWS, Java, Power BI",Power BI,1,0,0,Full-Time,5.2,10000,3,0,1,2,1
JOB_170,Web Developer,Wipro,Product-Based,Hyderabad,West Bengal,M.Tech,2023,"Java, Power BI, AWS",AWS,1,1,0,Internship,5.95,8000,3,0,0,3,0
JOB_171,Business Analyst,Startup,MNC,Bangalore,Tamil Nadu,B.Sc,2024,"SQL, Excel, Java",Excel,1,0,1,Full-Time,6.39,10000,5,0,0,3,1
JOB_172,Software Engineer,Infosys,Service-Based,Chennai,Karnataka,B.Com,2025,"Excel, Machine Learning, AWS",SQL,0,0,0,Internship,3.08,10000,2,0,1,1,0
JOB_173,Data Scientist,Infosys,Startup,Kolkata,Maharashtra,B.Sc,2023,"Linux, Python, Machine Learning",SQL,1,1,0,Internship,9.07,12000,2,1,0,1,1
JOB_174,Cloud Engineer,Deloitte,Startup,Hyderabad,Delhi,MCA,2025,"Excel, Python, Machine Learning",Java,0,1,1,Full-Time,6.13,0,5,1,1,1,0
JOB_175,AI/ML Engineer,Infosys,MNC,Pune,Uttar Pradesh,BCA,2025,"AWS, Linux, Machine Learning",Python,1,1,0,Full-Time,9.87,15000,5,1,0,2,0
JOB_176,Business Analyst,Startup,Startup,Delhi,Karnataka,BCA,2024,"Machine Learning, Excel, AWS",Python,0,0,1,Full-Time,3.87,12000,4,1,0,2,0
JOB_177,Cloud Engineer,TCS,Service-Based,Noida,West Bengal,B.Tech,2023,"AWS, Java, Power BI",Linux,0,0,1,Internship,8.45,15000,2,1,0,1,1
JOB_178,Web Developer,Deloitte,Startup,Bangalore,Delhi,B.Sc,2023,"Excel, Java, Linux",Power BI,1,0,1,Internship,4.93,0,4,0,1,3,0
JOB_179,Software Engineer,Wipro,MNC,Bangalore,Karnataka,B.Sc,2023,"Java, SQL, AWS",Java,0,1,1,Internship,7.68,15000,2,0,1,1,0
JOB_180,Data Scientist,Infosys,Startup,Chennai,Telangana,MCA,2023,"Machine Learning, AWS, Python",Machine Learning,1,0,1,Internship,6.83,15000,4,1,0,2,0
JOB_181,Cybersecurity Analyst,TCS,Product-Based,Mumbai,West Bengal,B.Sc,2025,"AWS, Linux, Excel",Machine Learning,1,1,0,Internship,6.71,12000,2,1,1,1,0
JOB_182,Data Analyst,Deloitte,MNC,Noida,West Bengal,B.Tech,2023,"Excel, AWS, Machine Learning",Machine Learning,1,1,1,Full-Time,3.57,8000,4,0,0,2,0
JOB_183,AI/ML Engineer,Infosys,MNC,Kolkata,Karnataka,M.Tech,2023,"Machine Learning, AWS, Linux",Linux,0,1,1,Internship,11.55,10000,4,1,0,3,1
JOB_184,AI/ML Engineer,Cognizant,Startup,Delhi,Uttar Pradesh,MCA,2024,"SQL, Excel, Power BI",AWS,1,1,0,Internship,11.26,15000,2,1,1,3,0
JOB_185,Cybersecurity Analyst,TCS,MNC,Kolkata,Maharashtra,B.Sc,2025,"Machine Learning, Java, Power BI",Python,0,0,0,Full-Time,6.29,0,5,1,1,3,1
JOB_186,Software Engineer,Startup,Startup,Noida,Tamil Nadu,BCA,2025,"Excel, Python, AWS",Python,0,0,1,Full-Time,6.3,0,4,1,0,1,1
JOB_187,Data Scientist,Infosys,MNC,Kolkata,Karnataka,MCA,2024,"Machine Learning, Excel, Linux",Power BI,0,0,1,Full-Time,10.9,0,5,1,0,2,0
JOB_188,Data Analyst,Cognizant,Service-Based,Chennai,Karnataka,MCA,2024,"Power BI, Java, Excel",AWS,0,1,0,Full-Time,5.78,15000,2,0,0,2,0
JOB_189,Web Developer,Accenture,Service-Based,Delhi,Uttar Pradesh,M.Tech,2024,"AWS, Machine Learning, SQL",Java,0,1,0,Internship,5.65,10000,5,0,1,2,1
JOB_190,Cloud Engineer,Accenture,Startup,Hyderabad,Tamil Nadu,BCA,2024,"Python, Power BI, Excel",Java,0,0,1,Internship,6.21,10000,2,1,1,3,0
JOB_191,Web Developer,Wipro,MNC,Mumbai,Uttar Pradesh,MCA,2024,"Java, Excel, AWS",Python,0,1,1,Full-Time,3.47,8000,5,0,0,3,1
JOB_192,AI/ML Engineer,Wipro,Service-Based,Noida,West Bengal,M.Tech,2024,"Linux, SQL, AWS",Excel,0,0,1,Internship,11.38,10000,3,0,1,3,1
JOB_193,Software Engineer,Accenture,Service-Based,Chennai,Uttar Pradesh,BCA,2024,"SQL, Java, Power BI",Python,0,0,1,Internship,7.5,12000,2,1,1,3,0
JOB_194,AI/ML Engineer,TCS,Startup,Kolkata,Uttar Pradesh,B.Com,2024,"Linux, Java, Power BI",Machine Learning,1,1,1,Full-Time,9.8,12000,5,0,1,1,0
JOB_195,AI/ML Engineer,Startup,Service-Based,Chennai,Telangana,M.Tech,2025,"Excel, Machine Learning, AWS",Machine Learning,0,1,1,Internship,8.03,15000,4,1,0,2,0
JOB_196,Business Analyst,Startup,Product-Based,Kolkata,Telangana,BCA,2024,"Power BI, Java, AWS",Machine Learning,0,0,1,Internship,4.75,15000,3,0,1,2,0
JOB_197,Data Analyst,Startup,MNC,Hyderabad,Karnataka,B.Sc,2024,"Linux, Excel, SQL",Java,1,0,0,Full-Time,6.63,10000,5,1,0,2,1
JOB_198,Cloud Engineer,Deloitte,Product-Based,Mumbai,Telangana,M.Tech,2023,"Java, Linux, SQL",Power BI,0,0,1,Internship,9.49,8000,5,1,1,2,1
JOB_199,Software Engineer,Wipro,Startup,Mumbai,Telangana,M.Tech,2025,"Power BI, SQL, Machine Learning",Linux,1,0,0,Internship,7.44,15000,5,0,1,3,1
JOB_200,Software Engineer,Infosys,Service-Based,Mumbai,Telangana,MCA,2024,"Linux, SQL, Machine Learning",SQL,1,1,0,Internship,6.9,15000,3,1,0,3,0
JOB_201,Cloud Engineer,Capgemini,Product-Based,Pune,Tamil Nadu,B.Sc,2023,"Linux, Java, Power BI",Python,0,1,1,Internship,8.21,15000,4,0,1,3,1
JOB_202,Web Developer,Infosys,Service-Based,Chennai,Telangana,B.Tech,2023,"Python, AWS, Linux",Machine Learning,1,0,0,Internship,3.42,15000,3,1,0,2,0
JOB_203,Web Developer,Capgemini,MNC,Kolkata,Telangana,MCA,2025,"Python, Power BI, SQL",Linux,1,0,1,Full-Time,3.81,0,2,0,0,2,1
JOB_204,Cloud Engineer,Cognizant,Product-Based,Delhi,Maharashtra,B.Com,2023,"SQL, Java, Machine Learning",Excel,0,1,0,Internship,9.49,15000,5,0,1,2,0
JOB_205,Cybersecurity Analyst,Deloitte,Startup,Hyderabad,Telangana,BCA,2023,"Java, Machine Learning, Python",Linux,1,0,1,Full-Time,8.03,0,2,1,1,2,0
JOB_206,Web Developer,Deloitte,Service-Based,Noida,Uttar Pradesh,MCA,2024,"Machine Learning, Linux, Power BI",Machine Learning,1,0,1,Full-Time,3.05,10000,5,1,0,1,1
JOB_207,AI/ML Engineer,Deloitte,Product-Based,Hyderabad,Karnataka,M.Tech,2024,"Excel, Java, Power BI",SQL,0,1,0,Internship,6.61,12000,3,0,1,2,0
JOB_208,AI/ML Engineer,Capgemini,MNC,Noida,Tamil Nadu,B.Tech,2025,"SQL, Python, Java",SQL,1,1,1,Internship,9.98,15000,2,1,0,2,1
JOB_209,Business Analyst,TCS,Service-Based,Hyderabad,Maharashtra,B.Tech,2024,"Excel, Machine Learning, Python",AWS,1,0,0,Full-Time,3.03,12000,3,0,1,1,1
JOB_210,Web Developer,Infosys,Product-Based,Hyderabad,Uttar Pradesh,M.Tech,2025,"Java, Machine Learning, SQL",Machine Learning,0,0,0,Full-Time,3.8,0,3,1,1,1,0
JOB_211,Cloud Engineer,Wipro,Startup,Noida,Telangana,B.Sc,2025,"Power BI, Java, SQL",Linux,0,0,0,Internship,7.74,0,5,1,1,2,1
JOB_212,Cybersecurity Analyst,Capgemini,Product-Based,Hyderabad,Uttar Pradesh,B.Tech,2025,"AWS, Excel, SQL",Python,1,0,0,Full-Time,8.46,8000,2,1,0,3,1
JOB_213,Software Engineer,Startup,Service-Based,Chennai,West Bengal,B.Sc,2024,"Linux, SQL, Java",Java,0,1,0,Full-Time,6.26,12000,3,0,1,3,1
JOB_214,Web Developer,Wipro,Service-Based,Noida,Maharashtra,M.Tech,2025,"SQL, Java, Excel",Linux,0,0,0,Full-Time,4.12,15000,3,1,0,3,0
JOB_215,Software Engineer,TCS,MNC,Chennai,Karnataka,BCA,2024,"SQL, Excel, Machine Learning",Excel,0,0,0,Internship,6.56,10000,3,0,1,3,0
JOB_216,Software Engineer,Startup,Service-Based,Mumbai,Telangana,BCA,2024,"AWS, SQL, Python",SQL,0,0,1,Internship,4.19,12000,4,1,0,2,1
JOB_217,Cloud Engineer,Accenture,MNC,Bangalore,Karnataka,M.Tech,2023,"Machine Learning, Linux, Python",Python,0,0,0,Full-Time,6.63,8000,5,1,0,2,1
JOB_218,Cybersecurity Analyst,TCS,MNC,Hyderabad,Telangana,M.Tech,2024,"Java, Power BI, Excel",AWS,1,0,1,Full-Time,8.73,15000,2,1,0,3,1
JOB_219,Business Analyst,Accenture,Service-Based,Chennai,Uttar Pradesh,B.Com,2024,"Python, Linux, Java",Excel,0,0,1,Internship,6.25,0,4,0,0,2,1
JOB_220,Cybersecurity Analyst,Capgemini,Startup,Mumbai,Karnataka,M.Tech,2023,"Linux, SQL, Python",SQL,0,0,1,Internship,9.25,12000,3,1,0,3,1
JOB_221,Data Analyst,Cognizant,Startup,Pune,Maharashtra,M.Tech,2025,"SQL, Java, Machine Learning",Java,0,1,1,Full-Time,6.29,8000,3,0,1,2,0
JOB_222,Business Analyst,Startup,MNC,Hyderabad,Telangana,B.Sc,2024,"Linux, Java, Excel",SQL,1,0,0,Full-Time,5.84,8000,2,0,1,3,1
JOB_223,Data Scientist,Capgemini,Service-Based,Hyderabad,West Bengal,B.Com,2025,"Java, Power BI, Excel",Java,0,0,1,Full-Time,6.56,0,5,1,0,2,0
JOB_224,Software Engineer,Infosys,Startup,Mumbai,Uttar Pradesh,M.Tech,2025,"SQL, Power BI, Linux",Linux,1,1,0,Full-Time,4.84,10000,4,1,0,3,0
JOB_225,Business Analyst,Infosys,Startup,Mumbai,Uttar Pradesh,B.Sc,2025,"Power BI, Linux, Java",Power BI,1,1,1,Internship,4.33,8000,2,0,1,1,0
JOB_226,Business Analyst,Infosys,Startup,Bangalore,West Bengal,B.Tech,2023,"Excel, Linux, Python",Java,1,0,0,Internship,4.22,12000,2,1,1,1,0
JOB_227,Data Analyst,Capgemini,MNC,Delhi,Karnataka,B.Tech,2024,"Excel, Power BI, Java",AWS,1,0,1,Full-Time,7.87,10000,4,1,0,2,1
JOB_228,Data Analyst,Infosys,Product-Based,Noida,Karnataka,BCA,2023,"Machine Learning, Linux, Python",Java,0,0,0,Internship,4.97,0,4,0,0,1,0
JOB_229,AI/ML Engineer,Infosys,Service-Based,Delhi,Karnataka,BCA,2023,"AWS, Linux, Excel",Power BI,0,1,0,Internship,11.35,12000,4,0,0,3,1
JOB_230,Business Analyst,Startup,MNC,Hyderabad,Telangana,B.Com,2025,"Machine Learning, Linux, AWS",Linux,1,0,1,Full-Time,6.16,12000,5,1,0,1,1
JOB_231,Data Scientist,Accenture,Startup,Hyderabad,Telangana,B.Com,2025,"Excel, Machine Learning, Java",Python,0,0,1,Full-Time,10.77,10000,3,1,1,1,1
JOB_232,Cloud Engineer,Startup,Product-Based,Hyderabad,Telangana,M.Tech,2024,"Machine Learning, Linux, AWS",Python,0,0,0,Internship,7.51,15000,4,0,0,3,1
JOB_233,Data Analyst,Cognizant,Startup,Delhi,Telangana,MCA,2024,"AWS, Java, Power BI",Java,1,0,0,Internship,5.88,8000,4,0,0,3,0
JOB_234,Cybersecurity Analyst,Deloitte,Service-Based,Pune,Karnataka,MCA,2023,"Java, Linux, Power BI",Excel,1,0,0,Full-Time,7.46,10000,2,1,1,3,1
JOB_235,Cloud Engineer,Capgemini,MNC,Bangalore,Tamil Nadu,B.Tech,2024,"Machine Learning, AWS, SQL",Excel,1,1,1,Full-Time,5.98,8000,5,1,1,2,0
JOB_236,Data Analyst,Startup,MNC,Noida,Maharashtra,MCA,2024,"Java, Machine Learning, Excel",SQL,0,0,1,Full-Time,6.61,0,2,1,0,2,1
JOB_237,Cybersecurity Analyst,Infosys,Startup,Mumbai,Karnataka,B.Tech,2023,"Python, Power BI, Java",SQL,1,0,0,Full-Time,6.4,10000,3,0,0,3,1
JOB_238,Software Engineer,Infosys,Product-Based,Noida,Karnataka,BCA,2023,"Excel, Python, Power BI",Python,1,0,0,Full-Time,3.12,10000,5,1,0,1,1
JOB_239,Business Analyst,Deloitte,MNC,Kolkata,Delhi,M.Tech,2024,"Excel, Power BI, Python",Machine Learning,0,1,1,Full-Time,6.23,15000,2,1,0,2,0
JOB_240,Cybersecurity Analyst,Deloitte,MNC,Kolkata,Karnataka,BCA,2025,"Power BI, AWS, Machine Learning",Machine Learning,0,1,0,Internship,5.89,0,3,0,1,2,1
JOB_241,Business Analyst,Capgemini,Startup,Bangalore,Telangana,B.Com,2024,"Linux, AWS, SQL",Power BI,0,0,0,Full-Time,7.7,0,4,0,0,2,0
JOB_242,Data Scientist,Deloitte,Startup,Delhi,Delhi,B.Com,2023,"Java, Python, SQL",Power BI,1,1,1,Internship,11.72,15000,5,1,1,1,0
JOB_243,Data Scientist,Cognizant,MNC,Hyderabad,Tamil Nadu,B.Com,2024,"Power BI, Excel, Linux",Power BI,1,1,1,Internship,11.49,12000,2,0,0,2,1
JOB_244,Software Engineer,Wipro,Service-Based,Chennai,Delhi,M.Tech,2024,"SQL, Power BI, Java",Java,1,0,0,Full-Time,4.85,8000,5,0,1,1,0
JOB_245,Data Scientist,Wipro,Startup,Noida,West Bengal,B.Tech,2023,"Python, Excel, Linux",Excel,1,0,1,Full-Time,6.09,8000,2,1,0,3,0
JOB_246,Data Analyst,Startup,MNC,Noida,Maharashtra,M.Tech,2024,"Machine Learning, Linux, AWS",Machine Learning,0,1,1,Full-Time,7.64,10000,4,0,1,1,1
JOB_247,Cybersecurity Analyst,Cognizant,MNC,Mumbai,West Bengal,B.Com,2025,"Machine Learning, Linux, Python",AWS,0,1,1,Full-Time,7.14,10000,4,0,1,3,1
JOB_248,Cloud Engineer,Infosys,Service-Based,Bangalore,West Bengal,BCA,2025,"Power BI, SQL, Linux",AWS,0,0,1,Internship,9.83,8000,5,1,1,2,0
